#,VIB ID,Equipment ID,Date,Axial (mm/s),Gear (mm/s),Horizontal (mm/s),Vertical (mm/s)
3045,Vb-342.BE051-MDE-RMS,342.BE051,2025-06-29,1.76,,1.96,2.06
3046,Vb-342.BE051-MNDE-RMS,342.BE051,2025-06-29,2.14,,3.4,4.16
3047,Vb-342.BE051-S1NDE-RMS,342.BE051,2025-06-29,2.33,,1.06,2.18
3048,Vb-342.BE051-S2NDE-RMS,342.BE051,2025-06-29,1.01,,1.53,2.04
3049,Vb-352.BE341-MDE-RMS,352.BE341,2025-06-18,3.18,,2.25,3.11
3050,Vb-352.BE341-MNDE-RMS,352.BE341,2025-06-18,2.42,,3.45,4.04
3051,Vb-352.BE341-S1NDE-RMS,352.BE341,2025-06-18,1.86,,1.26,2.58
3052,Vb-352.BE341-S2NDE-RMS,352.BE341,2025-06-18,1.65,,1.48,2.2
3053,Vb-352.BE341-S3DE-RMS,352.BE341,2025-06-18,1.32,,1.6,2.61
3054,Vb-352.BE341-S3NDE-RMS,352.BE341,2025-06-18,1.43,,1.59,3.21
3055,Vb-452.FN240-FDE-RMS,452.FN240,2025-07-28,0.63,,0.41,0.34
3056,Vb-452.FN240-FNDE-RMS,452.FN240,2025-07-28,0.96,,0.47,0.47
3057,Vb-452.FN240-MDE-RMS,452.FN240,2025-07-28,0.33,,0.42,0.41
3058,Vb-452.FN240-MNDE-RMS,452.FN240,2025-07-28,0.19,,0.39,0.26
3059,Vb-452.WI112-MDE-RMS,452.WI112,2025-06-16,1.04,,4.28,4.51
3060,Vb-452.WI112-MNDE-RMS,452.WI112,2025-06-16,1.12,,3.21,6.24
3061,Vb-452.WI111-MDE-RMS,452.WI111,2025-07-28,1.52,,1.5,1.45
3062,Vb-452.WI111-MNDE-RMS,452.WI111,2025-07-28,0.26,,0.59,0.67
3063,Vb-452.WI111-PDE-RMS,452.WI111,2025-07-28,0.43,,0.54,0.75
3064,Vb-452.WI111-PNDE-RMS,452.WI111,2025-07-28,0.48,,0.54,0.7
3065,Vb-533.BE220-MDE-RMS,533.BE220,2025-06-30,4.88,,4.49,4.56
3066,Vb-533.BE220-MNDE-RMS,533.BE220,2025-06-30,3.47,,6.8,7.63
3067,Vb-533.BE220-S1DE-RMS,533.BE220,2025-06-30,4.05,,2.49,3.27
3068,Vb-533.BE220-S2DE-RMS,533.BE220,2025-06-30,1.74,,3.2,2.44
3069,Vb-533.BE220-S2NDE-RMS,533.BE220,2025-06-30,3.77,,4.21,3.54
3070,Vb-534.BE220-MDE-RMS,534.BE220,2025-07-01,4.44,,5.93,5.68
3071,Vb-534.BE220-MNDE-RMS,534.BE220,2025-07-01,4.49,,7.22,7.24
3072,,534.BE220,2025-07-01,3.88,,2.37,2.46
3073,,534.BE220,2025-07-01,2.46,,3.5,2.13
3074,,534.BE220,2025-07-01,4.21,,3.68,2.93
3075,Vb-533.MD140-MDE-RMS,533.MD140,2025-05-08,0.41,,0.75,0.7
3076,Vb-533.MD140-MNDE-RMS,533.MD140,2025-05-08,0.49,,0.61,0.56
3077,Vb-533.MD140-S1DE-RMS,533.MD140,2025-05-08,2.61,,2.5,2.8
3078,Vb-533.MD140-S1NDE-RMS,533.MD140,2025-05-08,2.86,,4.26,3.16
3079,Vb-533.MD140-S2DE-RMS,533.MD140,2025-05-08,2.31,,1.79,1.27
3080,Vb-533.MD140-S2NDE-RMS,533.MD140,2025-05-08,2,,1.52,2.24
3081,Vb-533.MD140-S3DE-RMS,533.MD140,2025-05-08,2.15,,1.64,1.92
3082,Vb-533.MD140-S3NDE-RMS,533.MD140,2025-05-08,2.91,,1.49,1.52
3083,Vb-533.MD140-S4DE-RMS,533.MD140,2025-05-08,2.61,,1.56,1.47
3084,Vb-533.MD140-S4NDE-RMS,533.MD140,2025-05-08,1.51,,1.53,1.63
3085,Vb-534.MD140-MDE-RMS,534.MD140,2025-07-31,0.38,,0.82,0.75
3086,Vb-534.MD140-MNDE-RMS,534.MD140,2025-07-31,0.34,,0.6,0.54
3087,Vb-534.MD140-S1DE-RMS,534.MD140,2025-07-31,1.86,,1.86,1.85
3088,Vb-534.MD140-S1NDE-RMS,534.MD140,2025-07-31,1.67,,1.65,1.9
3089,Vb-534.MD140-S2DE-RMS,534.MD140,2025-07-31,0.82,,1.07,1.29
3090,Vb-534.MD140-S2NDE-RMS,534.MD140,2025-07-31,1.3,,1.49,1.05
3091,Vb-534.MD140-S3DE-RMS,534.MD140,2025-07-31,0.88,,1.12,0.85
3092,Vb-534.MD140-S3NDE-RMS,534.MD140,2025-07-31,1.45,,1.31,1.47
3093,Vb-534.MD140-S4DE-RMS,534.MD140,2025-07-31,1.11,,1.06,0.94
3094,Vb-534.MD140-S4NDE-RMS,534.MD140,2025-07-31,1.11,,1.28,0.96
3095,Vb-342.FN315-FDE-RMS,342.FN315,2025-07-29,7.58,,9.79,5.5
3096,Vb-342.FN315-FNDE-RMS,342.FN315,2025-07-29,6.66,,9.44,6.87
3097,Vb-342.FN315-MDE-RMS,342.FN315,2025-07-29,,,5.84,5.72
3098,Vb-342.FN315-MNDE-RMS,342.FN315,2025-07-29,6.04,,6.91,7.94
3099,Vb-442.CR400-CRDE-RMS,442.CR400,2025-06-08,0.99,,1.07,1.29
3100,Vb-442.CR400-CRNDE-RMS,442.CR400,2025-06-08,1.17,,2.49,1.9
3101,Vb-442.CR400-MDE-RMS,442.CR400,2025-06-08,0.7,,0.94,0.89
3102,Vb-442.CR400-MNDE-RMS,442.CR400,2025-06-08,0.69,,0.52,0.73
3103,Vb-462.MD140-MDE-RMS,462.MD140,2025-07-29,0.58,,1.49,1.1
3104,Vb-462.MD140-MNDE-RMS,462.MD140,2025-07-29,0.54,,1.16,0.88
3105,Vb-462.MD140-PHSS-RMS,462.MD140,2025-07-29,0.71,,0.73,0.58
3106,Vb-462.MD140-RGT-RMS,462.MD140,2025-07-29,2.16,,0.99,0.71
3107,Vb-462.FN125-FDE-RMS,462.FN125,2025-07-29,3.5,,3.31,3.05
3108,Vb-462.FN125-FNDE-RMS,462.FN125,2025-07-29,3.75,,2.82,2.57
3109,Vb-462.FN125-MDE-RMS,462.FN125,2025-07-29,,,4.47,3.17
3110,Vb-462.FN125-MNDE-RMS,462.FN125,2025-07-29,11.73,,5.06,4.91
3111,Vb-332.WI210-MDE-RMS,332.WI210,2025-07-28,2.51,,3.71,2.09
3112,Vb-332.WI210-MNDE-RMS,332.WI210,2025-07-28,2.07,,1.89,2.48
3113,Vb-332.WI210-PDE-RMS,332.WI210,2025-07-28,1.57,,7.86,3.27
3114,Vb-332.WI210-PNDE-RMS,332.WI210,2025-07-28,1.58,,6.23,1.1
3115,Vb-332.WI211-MDE-RMS,332.WI211,2025-06-16,1.96,,2.68,1.17
3116,Vb-332.WI211-MNDE-RMS,332.WI211,2025-06-16,2.25,,1.22,2.15
3117,Vb-332.WI211-PDE-RMS,332.WI211,2025-06-16,1.61,,6.18,3.13
3118,Vb-332.WI211-PNDE-RMS,332.WI211,2025-06-16,1.26,,5.6,1.8
3119,Vb-442.FN300-FDE-RMS,442.FN300,2025-06-08,1.72,,5.73,1.14
3120,Vb-442.FN300-FNDE-RMS,442.FN300,2025-06-08,1.59,,5.06,1.25
3121,Vb-442.FN300-MDE-RMS,442.FN300,2025-06-08,1.69,,5.62,3.86
3122,Vb-442.FN300-MNDE-RMS,442.FN300,2025-06-08,1.64,,4.75,2.4
3123,Vb-442.FN305-FDE-RMS,442.FN305,2025-06-08,1.66,,1.57,1.23
3124,Vb-442.FN305-FNDE-RMS,442.FN305,2025-06-08,0.85,,1.66,1.36
3125,Vb-442.FN305-MDE-RMS,442.FN305,2025-06-08,1.74,,1.61,1.2
3126,Vb-442.FN305-MNDE-RMS,442.FN305,2025-06-08,1.34,,1.27,0.58
3127,Vb-442.FN310-FDE-RMS,442.FN310,2025-06-08,3.04,,6.2,2.07
3128,Vb-442.FN310-FNDE-RMS,442.FN310,2025-06-08,2.76,,5.67,3.37
3129,Vb-442.FN310-MDE-RMS,442.FN310,2025-06-08,4.2,,5.92,4.7
3130,Vb-442.FN310-MNDE-RMS,442.FN310,2025-06-08,3.22,,4.49,3.36
3131,Vb-442.FN315-FDE-RMS,442.FN315,2025-06-08,1.92,,3.43,2.98
3132,Vb-442.FN315-FNDE-RMS,442.FN315,2025-06-08,2.19,,4.83,2.5
3133,Vb-442.FN315-MDE-RMS,442.FN315,2025-06-08,2.11,,2.21,1.43
3134,Vb-442.FN315-MNDE-RMS,442.FN315,2025-06-08,2.57,,1.28,4.77
3135,Vb-442.FN325-FDE-RMS,442.FN325,2025-06-08,1.19,,2.2,4.18
3136,Vb-442.FN325-FNDE-RMS,442.FN325,2025-06-08,0.93,,3.83,4.23
3137,Vb-442.FN325-MDE-RMS,442.FN325,2025-06-08,1.31,,1.95,1.07
3138,Vb-442.FN325-MNDE-RMS,442.FN325,2025-06-08,1.24,,1.81,3.49
3139,Vb-442.FN335-FDE-RMS,442.FN335,2025-06-08,1.42,,4.85,1.4
3140,Vb-442.FN335-FNDE-RMS,442.FN335,2025-06-08,1.03,,3.55,1.17
3141,Vb-442.FN335-MDE-RMS,442.FN335,2025-06-08,1.84,,3.58,2.75
3142,Vb-442.FN335-MNDE-RMS,442.FN335,2025-06-08,0.87,,3.05,0.52
3143,Vb-442.FN340-FDE-RMS,442.FN340,2025-06-08,4.36,,1.53,2.31
3144,Vb-442.FN340-FNDE-RMS,442.FN340,2025-06-08,4.26,,2.19,2.35
3145,Vb-442.FN340-MDE-RMS,442.FN340,2025-06-08,4.44,,0.84,1.18
3146,Vb-442.FN340-MNDE-RMS,442.FN340,2025-06-08,3.9,,0.81,1.78
3147,Vb-442.FN345-FDE-RMS,442.FN345,2025-06-08,3.49,,4.37,1.92
3148,Vb-442.FN345-FNDE-RMS,442.FN345,2025-06-08,3.53,,4.13,3.45
3149,Vb-442.FN345-MDE-RMS,442.FN345,2025-06-08,4.63,,5.91,4.19
3150,Vb-442.FN345-MNDE-RMS,442.FN345,2025-06-08,3.51,,4.79,5.96
3151,Vb-442.FN350-FDE-RMS,442.FN350,2025-06-08,0.51,,0.52,0.53
3152,Vb-442.FN350-FNDE-RMS,442.FN350,2025-06-08,2.29,,0.56,0.45
3153,Vb-442.FN350-MDE-RMS,442.FN350,2025-06-08,0.56,,0.52,0.77
3154,Vb-442.FN350-MNDE-RMS,442.FN350,2025-06-08,0.38,,0.32,0.46
3155,Vb-462.CP525-CDE-RMS,462.CP525,2025-07-29,1.01,,1.86,2.39
3156,Vb-462.CP525-CNDE-RMS,462.CP525,2025-07-29,1.04,,4.04,3.76
3157,Vb-462.CP525-MDE-RMS,462.CP525,2025-07-29,3.43,,2.32,1.38
3158,Vb-462.CP525-MNDE-RMS,462.CP525,2025-07-29,2.14,,0.98,3.5
3159,Vb-743.CP110-CDE-RMS,743.CP110,2025-07-28,2.61,,1.98,1.92
3160,Vb-743.CP110-CNDE-RMS,743.CP110,2025-07-28,3.67,,1.84,2.33
3161,Vb-743.CP110-MDE-RMS,743.CP110,2025-07-28,1.84,,0.68,1.52
3162,Vb-743.CP110-MNDE-RMS,743.CP110,2025-07-28,1.6,,0.54,1.12
3163,Vb-744.CP110-CDE-RMS,744.CP110,2025-05-08,3.34,,1.34,4.7
3164,Vb-744.CP110-CNDE-RMS,744.CP110,2025-05-08,7.45,,3.45,6.24
3165,Vb-744.CP110-MDE-RMS,744.CP110,2025-05-08,1.84,,1,2.79
3166,Vb-744.CP110-MNDE-RMS,744.CP110,2025-05-08,1.92,,1.06,0.92
3167,Vb-743.CP111-CDE-RMS,743.CP111,2025-07-08,3.51,,3.83,3.05
3168,Vb-743.CP111-CNDE-RMS,743.CP111,2025-07-08,5.09,,5.05,5.73
3169,Vb-743.CP111-MDE-RMS,743.CP111,2025-07-08,3.77,,2.38,3.57
3170,Vb-743.CP111-MNDE-RMS,743.CP111,2025-07-08,3.47,,2.95,2.46
3171,Vb-744.CP111-CDE-RMS,744.CP111,2025-05-08,0.88,,2.07,0.86
3172,Vb-744.CP111-CNDE-RMS,744.CP111,2025-05-08,1.28,,2.61,1.82
3173,Vb-744.CP111-MDE-RMS,744.CP111,2025-05-08,1.03,,1.44,0.98
3174,Vb-744.CP111-MNDE-RMS,744.CP111,2025-05-08,1.16,,1.13,0.92
3175,Vb-743.CP112-CDE-RMS,743.CP112,2025-07-28,1.52,,0.87,1.25
3176,Vb-743.CP112-CNDE-RMS,743.CP112,2025-07-28,1.64,,1.79,2.33
3177,Vb-743.CP112-MDE-RMS,743.CP112,2025-07-28,2.12,,0.62,0.88
3178,Vb-743.CP112-MNDE-RMS,743.CP112,2025-07-28,2.07,,0.52,1.79
3179,Vb-744.CP112-CDE-RMS,744.CP112,2025-05-08,7.38,,2.36,4.14
3180,Vb-744.CP112-CNDE-RMS,744.CP112,2025-05-08,9.74,,4.84,6.21
3181,Vb-744.CP112-MDE-RMS,744.CP112,2025-05-08,3.39,,1.63,4.8
3182,Vb-744.CP112-MNDE-RMS,744.CP112,2025-05-08,4.62,,2.98,2.52
3183,Vb-743.CP113-CDE-RMS,743.CP113,2025-05-08,1.24,,2.11,1.97
3184,Vb-743.CP113-CNDE-RMS,743.CP113,2025-05-08,3.01,,3.22,2.8
3185,Vb-743.CP113-MDE-RMS,743.CP113,2025-05-08,2.25,,1.25,1.01
3186,Vb-743.CP113-MNDE-RMS,743.CP113,2025-05-08,3.14,,1.43,1.1
3187,Vb-744.CP113-CDE-RMS,744.CP113,2025-05-08,7.8,,3.51,4.27
3188,Vb-744.CP113-CNDE-RMS,744.CP113,2025-05-08,8.12,,6.21,7.2
3189,Vb-744.CP113-MDE-RMS,744.CP113,2025-05-08,6.51,,3.21,3.61
3190,Vb-744.CP113-MNDE-RMS,744.CP113,2025-05-08,4.53,,1.95,1.84
3191,Vb-332.CP281-CDE-RMS,332.CP281,2025-05-08,0.93,,1.81,1.17
3192,Vb-332.CP281-CNDE-RMS,332.CP281,2025-05-08,1.48,,2.03,1.97
3193,Vb-332.CP281-MDE-RMS,332.CP281,2025-05-08,0.82,,1.34,1.05
3194,Vb-332.CP281-MNDE-RMS,332.CP281,2025-05-08,0.96,,0.86,1.04
3195,Vb-332.CP282-CDE-RMS,332.CP282,2025-07-28,4.84,,1.63,3.01
3196,Vb-332.CP282-CNDE-RMS,332.CP282,2025-07-28,4.44,,3.8,4.33
3197,Vb-332.CP282-MDE-RMS,332.CP282,2025-07-28,1.85,,1.14,1.28
3198,Vb-332.CP282-MNDE-RMS,332.CP282,2025-07-28,2.71,,1.3,3.4
3199,Vb-462.CP530-CDE-RMS,462.CP530,2025-07-29,1.77,,1.4,1.41
3200,Vb-462.CP530-CNDE-RMS,462.CP530,2025-07-29,2.07,,4.1,3.7
3201,Vb-462.CP530-MDE-RMS,462.CP530,2025-07-29,2.99,,1.55,5.42
3202,Vb-462.CP530-MNDE-RMS,462.CP530,2025-07-29,1.12,,1.47,2
3203,Vb-332.FN400-FDE-RMS,332.FN400,2025-07-21,1.37,,1.9,0.65
3204,Vb-332.FN400-FNDE-RMS,332.FN400,2025-07-21,,,2.98,2.12
3205,Vb-332.FN400-MDE-RMS,332.FN400,2025-07-21,0.38,,0.73,0.23
3206,Vb-332.FN400-MNDE-RMS,332.FN400,2025-07-21,0.4,,0.7,0.31
3207,Vb-442.FN590-FDE-RMS,442.FN590,2025-06-08,0.18,,0.31,0.18
3208,Vb-442.FN590-FNDE-RMS,442.FN590,2025-06-08,1.67,,0.32,0.76
3209,Vb-442.FN590-MDE-RMS,442.FN590,2025-06-08,0.19,,0.36,0.25
3210,Vb-442.FN590-MNDE-RMS,442.FN590,2025-06-08,0.17,,0.23,0.2
3211,Vb-442.FN590-S1DE-RMS,442.FN590,2025-06-08,0.4,,0.54,0.59
3212,Vb-442.FN590-S1NDE-RMS,442.FN590,2025-06-08,0.65,,0.58,0.58
3213,Vb-442.FN590-S2DE-RMS,442.FN590,2025-06-08,0.56,,0.6,0.51
3214,Vb-442.FN590-S2NDE-RMS,442.FN590,2025-06-08,0.45,,0.53,0.55
3215,Vb-462.PP515-MDE-RMS,462.PP515,2025-07-28,1.11,,0.73,0.79
3216,Vb-462.PP515-MNDE-RMS,462.PP515,2025-07-28,0.34,,0.25,1.24
3217,Vb-462.PP515-PDE-RMS,462.PP515,2025-07-28,1.18,,1.73,1.91
3218,Vb-462.PP515-PNDE-RMS,462.PP515,2025-07-28,0.51,,1.22,0.91
3219,Vb-462.PP545-MDE-RMS,462.PP545,2025-06-12,0.35,,0.37,0.36
3220,Vb-462.PP545-MNDE-RMS,462.PP545,2025-06-01,0.28,,,0.16
3221,Vb-462.PP545-MNDE-RMS,462.PP545,2025-06-12,,,0.47,
3222,Vb-462.PP545-PDE-RMS,462.PP545,2025-06-12,0.78,,1.07,1.02
3223,Vb-462.PP545-PNDE-RMS,462.PP545,2025-06-12,0.28,,0.61,0.48
3224,Vb-213.HC100-CRDE-RMS,213.HC100,2025-06-29,,,8.85,3.03
3225,Vb-213.HC100-CRNDE-RMS,213.HC100,2025-06-29,2.43,,6.26,1.71
3226,Vb-213.HC100-MDE-RMS,213.HC100,2025-06-29,1.05,,1.08,1.69
3227,Vb-213.HC100-MNDE-RMS,213.HC100,2025-06-29,0.96,,0.53,1.24
3228,Vb-332.FN110-FDE-RMS,332.FN110,2025-07-28,0.98,,3.77,2.7
3229,Vb-332.FN110-FNDE-RMS,332.FN110,2025-07-28,2.1,,4.19,2.48
3230,Vb-332.FN110-MDE-RMS,332.FN110,2025-07-28,0.53,,2,0.92
3231,Vb-332.FN110-MNDE-RMS,332.FN110,2025-07-28,0.51,,1.84,0.77
3232,Vb-432.MD140-MDE-RMS,432.MD140,2025-07-29,0.36,,0.44,0.33
3233,Vb-432.MD140-MNDE-RMS,432.MD140,2025-07-29,0.46,,0.39,0.23
3234,Vb-432.MD140-S1DE-RMS,432.MD140,2025-07-29,0.44,,0.47,0.36
3235,Vb-432.MD140-S1NDE-RMS,432.MD140,2025-07-29,0.55,,0.4,0.41
3236,Vb-432.MD140-S2DE-RMS,432.MD140,2025-07-29,0.56,,0.42,0.39
3237,Vb-432.MD140-S2NDE-RMS,432.MD140,2025-07-29,0.69,,0.52,0.57
3238,Vb-432.MD140-S3DE-RMS,432.MD140,2025-07-29,0.54,,0.37,0.4
3239,Vb-432.MD140-S3NDE-RMS,432.MD140,2025-07-29,0.69,,0.44,0.59
3240,Vb-432.MD140-S4DE-RMS,432.MD140,2025-07-29,5.55,,0.44,0.45
3241,Vb-432.MD140-S4NDE-RMS,432.MD140,2025-07-29,2.62,,0.36,0.57
3242,Vb-432.MD160-MDE-RMS,432.MD160,2025-07-30,0.38,,0.55,0.42
3243,Vb-432.MD160-MNDE-RMS,432.MD160,2025-07-30,0.4,,0.47,0.25
3244,Vb-432.MD160-S1DE-RMS,432.MD160,2025-07-30,0.45,,0.46,0.74
3245,Vb-432.MD160-S1NDE-RMS,432.MD160,2025-07-30,0.5,,0.46,0.66
3246,Vb-432.MD160-S2DE-RMS,432.MD160,2025-07-30,0.68,,0.68,0.5
3247,Vb-432.MD160-S2NDE-RMS,432.MD160,2025-07-30,0.75,,0.45,0.52
3248,Vb-432.MD160-S3DE-RMS,432.MD160,2025-07-30,0.77,,0.34,0.56
3249,Vb-432.MD160-S3NDE-RMS,432.MD160,2025-07-30,0.93,,0.39,0.45
3250,Vb-432.MD160-S4DE-RMS,432.MD160,2025-07-30,0.49,,0.59,0.51
3251,Vb-432.MD160-S4NDE-RMS,432.MD160,2025-07-30,0.65,,0.44,0.33
3252,Vb-432.FN171-FDE-RMS,432.FN171,2025-07-29,1.38,,2.36,0.89
3253,Vb-432.FN171-FNDE-RMS,432.FN171,2025-07-29,1.58,,2.48,1.48
3254,Vb-432.FN171-MDE-RMS,432.FN171,2025-07-29,1.21,,2.8,1.02
3255,Vb-432.FN171-MNDE-RMS,432.FN171,2025-07-29,1.2,,2.19,1.49
3256,Vb-432.FN176-FDE-RMS,432.FN176,2025-06-08,0.44,,0.9,0.65
3257,Vb-432.FN176-FNDE-RMS,432.FN176,2025-06-08,0.47,,0.94,1.28
3258,Vb-432.FN176-MDE-RMS,432.FN176,2025-06-08,0.5,,1.13,0.83
3259,Vb-432.FN176-MNDE-RMS,432.FN176,2025-06-08,0.92,,0.58,0.59
3260,Vb-462.FN400-FDE-RMS,462.FN400,2025-07-29,0.73,,1.33,0.81
3261,Vb-462.FN400-FNDE-RMS,462.FN400,2025-07-28,1.08,,,0.51
3262,Vb-462.FN400-FNDE-RMS,462.FN400,2025-07-29,,,1.03,
3263,Vb-462.FN400-MDE-RMS,462.FN400,2025-07-29,0.22,,0.47,0.31
3264,Vb-462.FN400-MNDE-RMS,462.FN400,2025-07-29,0.21,,0.48,0.24
3265,Vb-432.FN560-MDE-RMS,432.FN560,2025-07-29,1.3,,3.6,3.87
3266,Vb-432.FN560-MNDE-RMS,432.FN560,2025-07-29,1.47,,1.72,2.88
3267,Vb-452.FN010-FDE-RMS,452.FN010,2025-07-28,0.21,,0.39,0.57
3268,Vb-452.FN010-FNDE-RMS,452.FN010,2025-07-28,0.29,,0.8,0.83
3269,Vb-452.FN010-MDE-RMS,452.FN010,2025-07-28,0.15,,0.3,0.29
3270,Vb-452.FN010-MNDE-RMS,452.FN010,2025-07-28,0.44,,0.21,0.11
3271,Vb-322.MD140-GBHSS0,322.MD140,2025-07-28,,1.56,,
3272,Vb-322.MD140-GBHSS1,322.MD140,2025-07-28,,1.02,,
3273,Vb-322.MD140-GBHSS6,322.MD140,2025-07-21,,1.94,,
3274,Vb-322.MD140-MDE-RMS,322.MD140,2025-07-28,1.17,,3.22,2.64
3275,Vb-322.MD140-MNDE-RMS,322.MD140,2025-07-28,1,,1.41,1.43
3276,Vb-322.MD140-RG2,322.MD140,2025-07-21,,1.72,,
3277,Vb-322.MD140-RG3,322.MD140,2025-07-28,,1.47,,
3278,Vb-322.MD140-RG4,322.MD140,2025-07-28,,1.75,,
3279,Vb-322.MD140-RG5,322.MD140,2025-07-21,,1.5,,
3280,Vb-322.FN400-FDE-RMS,322.FN400,2025-07-21,1.47,,0.91,0.95
3281,Vb-322.FN400-FNDE-RMS,322.FN400,2025-07-21,2.05,,0.75,0.58
3282,Vb-322.FN400-MDE-RMS,322.FN400,2025-07-21,0.43,,1.53,1.23
3283,Vb-322.FN400-MNDE-RMS,322.FN400,2025-07-21,0.48,,1.23,0.58
3284,Vb-322.FN125-FDE-RMS,322.FN125,2025-07-21,11.02,,4.81,8.44
3285,Vb-322.FN125-FNDE-RMS,322.FN125,2025-07-21,10.11,,10.14,6.34
3286,Vb-322.FN125-MDE-RMS,322.FN125,2025-07-21,,,4.92,4.36
3287,Vb-322.FN125-MNDE-RMS,322.FN125,2025-07-21,5.06,,8.2,5.02
3288,Vb-533.MD302-MDE-RMS,533.MD302,2025-06-30,,,3.58,1.45
3289,Vb-533.MD302-MNDE-RMS,533.MD302,2025-06-30,1.19,,3.6,1.88
3290,Vb-533.MD302-S1DE-RMS,533.MD302,2025-06-30,1.16,,2.46,3.84
3291,Vb-533.MD302-S1NDE-RMS,533.MD302,2025-06-30,1.18,,1.83,3.88
3292,Vb-533.MD302-S2DE-RMS,533.MD302,2025-06-30,0.95,,2.31,3.87
3293,Vb-533.MD302-S2NDE-RMS,533.MD302,2025-06-30,0.91,,2.75,4.37
3294,Vb-534.MD302-MDE-RMS,534.MD302,2025-07-01,0.99,,5.57,5.17
3295,Vb-534.MD302-MNDE-RMS,534.MD302,2025-07-01,1.58,,7.33,7.63
3296,Vb-534.MD302-S1DE-RMS,534.MD302,2025-07-01,1.29,,2.84,4.02
3297,Vb-534.MD302-S1NDE-RMS,534.MD302,2025-07-01,1.86,,2.58,4.19
3298,Vb-534.MD302-S2DE-RMS,534.MD302,2025-07-01,0.8,,2.05,3.56
3299,Vb-534.MD302-S2NDE-RMS,534.MD302,2025-07-01,0.95,,2.18,4.07
3300,Vb-533.FN350-FDE-RMS,533.FN350,2025-05-08,1.13,,0.87,0.84
3301,Vb-533.FN350-FNDE-RMS,533.FN350,2025-05-08,0.67,,0.53,0.4
3302,Vb-533.FN350-MDE-RMS,533.FN350,2025-05-08,0.44,,0.83,0.55
3303,Vb-533.FN350-MNDE-RMS,533.FN350,2025-05-08,0.45,,0.66,0.48
3304,Vb-534.FN350-FDE-RMS,534.FN350,2025-07-31,2.15,,1.94,1.47
3305,Vb-534.FN350-FNDE-RMS,534.FN350,2025-07-31,0.91,,1.89,2.01
3306,Vb-534.FN350-MDE-RMS,534.FN350,2025-07-31,0.6,,0.76,0.64
3307,Vb-534.FN350-MNDE-RMS,534.FN350,2025-07-31,0.63,,0.65,0.46
3308,Vb-533.FN530-FDE-RMS,533.FN530,2025-07-30,3.11,,11.61,8.14
3309,Vb-533.FN530-FNDE-RMS,533.FN530,2025-07-30,4.86,,16.45,10.5
3310,Vb-533.FN530-MDE-RMS,533.FN530,2025-07-30,2.76,,5.48,6.55
3311,Vb-533.FN530-MNDE-RMS,533.FN530,2025-07-30,2.99,,3.62,2.54
3312,Vb-534.FN530-FDE-RMS,534.FN530,2025-07-30,1.77,,1.45,1.35
3313,Vb-534.FN530-FNDE-RMS,534.FN530,2025-07-30,1.82,,2.11,2.68
3314,Vb-534.FN530-MDE-RMS,534.FN530,2025-07-30,1.82,,1.68,1.89
3315,Vb-534.FN530-MNDE-RMS,534.FN530,2025-07-30,1.29,,2.26,1.94
3316,,351.BL115,2025-05-20,3.2,,5.72,4.63
3317,,351.BL115,2025-05-20,4.7,,7.25,13.31
3318,,351.BL115,2025-05-20,,,4.23,2.53
3319,,351.BL115,2025-05-20,3,,2.06,3.03
3320,Vb-611.BL300-BLDE-RMS,611.BL300,2025-09-10,5.32,,5.57,5.68
3321,Vb-611.BL300-BLNDE-RMS,611.BL300,2025-09-10,5.08,,5.94,6.77
3322,Vb-611.BL300-MDE-RMS,611.BL300,2025-09-10,11.86,,4.55,4.78
3323,Vb-611.BL300-MNDE-RMS,611.BL300,2025-09-10,2.8,,5.87,4.5
3324,Vb-612.BL300-BLDE-RMS,612.BL300,2025-09-10,5.7,,4.71,7.09
3325,Vb-612.BL300-BLNDE-RMS,612.BL300,2025-07-31,5.79,,,
3326,Vb-612.BL300-BLNDE-RMS,612.BL300,2025-09-10,,,7.07,9.5
3327,Vb-612.BL300-MDE-RMS,612.BL300,2025-09-10,7.3,,8.23,5.75
3328,Vb-612.BL300-MNDE-RMS,612.BL300,2025-09-10,3.07,,4.84,4.56
3329,Vb-351.BL110-BLDE-RMS,351.BL110,2025-09-24,4.44,,3.51,3.51
3330,Vb-351.BL110-BLNDE-RMS,351.BL110,2025-09-24,3.52,,6.65,5.17
3331,Vb-351.BL110-MDE-RMS,351.BL110,2025-09-24,3.09,,1.93,4.03
3332,Vb-351.BL110-MNDE-RMS,351.BL110,2025-09-24,3.05,,4.79,3.75
3333,Vb-341.BL300-BLDE-RMS,341.BL300,2025-09-09,4.42,,1.87,1.94
3334,Vb-341.BL300-BLNDE-RMS,341.BL300,2025-09-09,6.47,,3.64,3.7
3335,Vb-341.BL300-MDE-RMS,341.BL300,2025-09-09,14.8,,3,9.68
3336,Vb-341.BL300-MNDE-RMS,341.BL300,2025-09-09,5.86,,7.94,1.58
3337,Vb-341.BL305-BLDE-RMS,341.BL305,2025-09-09,2.65,,2.53,1.85
3338,Vb-341.BL305-BLNDE-RMS,341.BL305,2025-09-09,2.54,,3.52,2.95
3339,Vb-341.BL305-MDE-RMS,341.BL305,2025-09-09,6.8,,2.45,5.18
3340,Vb-341.BL305-MNDE-RMS,341.BL305,2025-09-09,3.37,,3.81,2.68
3341,Vb-341.BL310-BLDE-RMS,341.BL310,2025-09-09,5.98,,2.64,3.52
